STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,lat,long,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",10/30/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",10/31/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/1/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/2/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/3/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/4/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/5/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/6/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/7/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/8/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/9/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/10/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/11/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/12/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/13/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/14/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/15/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/16/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/17/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/18/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/19/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/20/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/21/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/22/2018,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/23/2018,,,0.6,4,4,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/24/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/25/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/26/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/27/2018,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/28/2018,,,0.48,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/29/2018,,,1,6.5,7,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",11/30/2018,,,0.58,13,18,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/1/2018,,,0,0,13,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/2/2018,,,0.65,1.6,14,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/3/2018,,,0,0,12,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/4/2018,,,0.04,0.5,13,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/5/2018,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/6/2018,,,0.3,3.2,15,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/7/2018,,,0,0,14,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/8/2018,,,0,0,13,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/9/2018,,,0,0,11,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/10/2018,,,0,0,11,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/11/2018,,,0,0,10,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/12/2018,,,0,0,9,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/13/2018,,,0,0,8,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/14/2018,,,0,0,8,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/15/2018,,,0,0,8,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/16/2018,,,0,0,7,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/17/2018,,,0.65,1,7,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/18/2018,,,0,0,5,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/19/2018,,,0,0,4,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/20/2018,,,0,0,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/21/2018,,,0.03,0,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",12/22/2018,,,0,0,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/1/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/2/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/3/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/4/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/5/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/6/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/7/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/8/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/9/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/10/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/11/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/12/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/13/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/14/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/15/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/16/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/17/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/18/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/19/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/20/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/21/2019,,,0,0,36,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/22/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/23/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/24/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/25/2019,,,0,0,31,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/26/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/27/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/28/2019,,,0,0,27,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/29/2019,,,0,0,26,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/30/2019,,,0,0,26,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",1/31/2019,,,0,0,26,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/1/2019,,,0,0,24,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/2/2019,,,0.86,9.2,35,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/3/2019,,,1.15,15,50,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/4/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/5/2019,,,0,0,,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/6/2019,,,1.74,12,62,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/7/2019,,,0,0,60,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/8/2019,,,0,0,56,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/9/2019,,,0.54,8.3,60,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/10/2019,,,0.28,5.6,62,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/11/2019,,,0.34,6.5,64,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/12/2019,,,0,0,60,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/13/2019,,,0.59,4.5,61,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/14/2019,,,1.34,1.7,58,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/15/2019,,,0.38,5,62,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/16/2019,,,0.48,6.5,65,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/17/2019,,,0.07,4,64,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/18/2019,,,0.01,1,65,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/19/2019,,,0,0,64,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/20/2019,,,0,0,58,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/21/2019,,,0.06,0.8,59,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/22/2019,,,0.09,1.5,61,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/23/2019,,,0,0,60,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/24/2019,,,0,0,60,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/25/2019,,,0,0,58,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/26/2019,,,0,0,57,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/27/2019,,,0.2,1.5,54,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",2/28/2019,,,0.7,25,53,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/1/2019,,,0.03,0,54,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/2/2019,,,0.46,4.5,56,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/3/2019,,,0.65,4.5,56,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/4/2019,,,0.3,0,55,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/5/2019,,,0,0,54,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/6/2019,,,1.2,6.5,64,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/7/2019,,,0.35,2,65,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/8/2019,,,0.08,0,64,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/9/2019,,,0,0,61,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/10/2019,,,0.03,0.3,61,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/11/2019,,,0,0,61,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/12/2019,,,0,0,61,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/13/2019,,,0.08,0.5,59,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/14/2019,,,0,0,58,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/15/2019,,,0,0,56,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/16/2019,,,0,0,53,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/17/2019,,,0,0,52,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/18/2019,,,0,0,50,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/19/2019,,,0,0,49,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/20/2019,,,0.22,4,52,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/21/2019,,,0,0,47,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/22/2019,,,0,0,47,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/23/2019,,,0.02,0.3,47,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/24/2019,,,0,0,46,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/25/2019,,,0,0,43,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/26/2019,,,0,0,39,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/27/2019,,,0,0,36,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/28/2019,,,0.5,2,44,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/29/2019,,,0,0,43,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/30/2019,,,0,0,41,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",3/31/2019,,,0,0,41,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/1/2019,,,0,0,37,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/2/2019,,,0.07,0.5,36,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/3/2019,,,0.15,0,34,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/4/2019,,,0,0,32,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/5/2019,,,0,0,30,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/6/2019,,,0.01,0,28,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/7/2019,,,0,0,24,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/8/2019,,,0,0,24,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/9/2019,,,0.32,0,21,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/10/2019,,,0.06,0.2,17,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/11/2019,,,0,0,15,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/12/2019,,,0.06,0.5,13,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/13/2019,,,0,0,11,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/14/2019,,,0,0,10,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/15/2019,,,0.03,0,4,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/16/2019,,,0.11,0.8,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/17/2019,,,0.02,0,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/18/2019,,,0,0,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/19/2019,,,0,0,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/20/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/21/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/22/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/23/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/24/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/25/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/26/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/27/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/28/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/29/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",4/30/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/1/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/2/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/3/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/4/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/5/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/6/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/7/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/8/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/9/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/10/2019,,,0.42,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/11/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/12/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/13/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/14/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/15/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/16/2019,,,0.78,1.8,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/17/2019,,,1.9,0.9,3,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/18/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/19/2019,,,0.22,0.2,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/20/2019,,,0.12,0.3,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/21/2019,,,0.19,0.1,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/22/2019,,,0.6,0.3,2,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/23/2019,,,3.3,0.6,1,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/24/2019,,,0.12,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/25/2019,,,0.02,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/26/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/27/2019,,,0.24,0.1,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/28/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/29/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/30/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",5/31/2019,,,0.09,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/1/2019,,,0.1,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/2/2019,,,0.26,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/3/2019,,,0.01,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/4/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/5/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/6/2019,,,0.02,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/7/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/8/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/9/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/10/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/11/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/12/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
USC00045280,"MAMMOTH LAKES RANGER STATION, CA US",6/13/2019,,,0,0,0,37.6198538,-118.9829602,,,,,
